"session";"participant.code";"round.number";"participant.id";"element_id";"enter_time";"leave_time";"duration";"attributeType";"attributeValue";"stimulusID";"foodName";"view_order";"sustainable.choice";"combined_var";"treatment.group"
"8nvcnd3s";"9u6r3o8o";2;289;"att_B1";1723202160761;1723202163071;2310;"Preis";28;15;"Makrele";4;1;"B_preis";"norm"
"8nvcnd3s";"9u6r3o8o";2;289;"att_B3";1723202163071;1723202164400;1329;" Protein";27;15;"Makrele";5;1;"B_Protein";"norm"
"8nvcnd3s";"9u6r3o8o";2;289;"att_A3";1723202164400;1723202171976;7576;" Protein";35;15;"Lammkotelett";6;1;"A_Protein";"norm"
"8nvcnd3s";"aq4gwvyt";2;290;"att_A1";1723203271527;1723203272984;1457;"Preis";22;9;"Chili sin Carne";1;1;"A_preis";"label"
"8nvcnd3s";"aq4gwvyt";2;290;"att_B1";1723203272984;1723203274888;1904;"Preis";25;9;"Salami-Pizza";2;1;"B_preis";"label"
"8nvcnd3s";"aq4gwvyt";2;290;"att_A1";1723203274888;1723203275784;896;"Preis";22;9;"Chili sin Carne";3;1;"A_preis";"label"
"8nvcnd3s";"aq4gwvyt";2;290;"att_A2";1723203275786;1723203277488;1702;" CO2e/ kg";1215;9;"Chili sin Carne";4;1;"A_CO2e/kg";"label"
"8nvcnd3s";"aq4gwvyt";2;290;"att_B2";1723203277489;1723203278603;1114;" CO2e/ kg";4419;9;"Salami-Pizza";5;1;"B_CO2e/kg";"label"
"8nvcnd3s";"aq4gwvyt";2;290;"att_A3";1723203278603;1723203279507;904;" Protein";29;9;"Chili sin Carne";6;1;"A_Protein";"label"
"8nvcnd3s";"aq4gwvyt";2;290;"att_B3";1723203279508;1723203280807;1299;" Protein";33;9;"Salami-Pizza";7;1;"B_Protein";"label"
"8nvcnd3s";"vyeicov9";2;291;"att_A3";1723203845606;1723203847237;1631;" Protein";36;8;"Cheeseburger";1;0;"A_Protein";"control"
"8nvcnd3s";"vyeicov9";2;291;"att_B3";1723203847239;1723203849073;1834;" Protein";23;8;"Falafel-Sandwich";2;0;"B_Protein";"control"
"8nvcnd3s";"d9p3b00v";2;298;"att_A2";1723213535281;1723213536456;1175;" CO2e/ kg";1478;8;"Falafel-Sandwich";1;1;"A_CO2e/kg";"norm"
"8nvcnd3s";"d9p3b00v";2;298;"att_B2";1723213536456;1723213538170;1714;" CO2e/ kg";21693;8;"Cheeseburger";2;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"d9p3b00v";2;298;"att_B1";1723213538170;1723213539027;857;"Preis";16,5;8;"Cheeseburger";3;1;"B_preis";"norm"
"8nvcnd3s";"d9p3b00v";2;298;"att_A1";1723213539027;1723213542343;3316;"Preis";14,5;8;"Falafel-Sandwich";4;1;"A_preis";"norm"
"8nvcnd3s";"d9p3b00v";2;298;"att_B3";1723213542343;1723213543118;775;" Protein";36;8;"Cheeseburger";5;1;"B_Protein";"norm"
"8nvcnd3s";"d9p3b00v";2;298;"att_A3";1723213543118;1723213544377;1259;" Protein";23;8;"Falafel-Sandwich";6;1;"A_Protein";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_B2";1723224839392;1723224840159;767;" CO2e/ kg";17914;11;"Spaghetti Meatballs";1;0;"B_CO2e/kg";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_A2";1723224840160;1723224841358;1198;" CO2e/ kg";2100;11;"Spaghetti Marinara";2;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_B2";1723224841359;1723224843224;1865;" CO2e/ kg";17914;11;"Spaghetti Meatballs";3;0;"B_CO2e/kg";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_A2";1723224843225;1723224844026;801;" CO2e/ kg";2100;11;"Spaghetti Marinara";4;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_B1";1723224844026;1723224844859;833;"Preis";20;11;"Spaghetti Meatballs";5;0;"B_preis";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_A1";1723224844860;1723224846192;1332;"Preis";17,5;11;"Spaghetti Marinara";6;0;"A_preis";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_B3";1723224846193;1723224848326;2133;" Protein";35;11;"Spaghetti Meatballs";7;0;"B_Protein";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_A3";1723224848326;1723224849826;1500;" Protein";20;11;"Spaghetti Marinara";8;0;"A_Protein";"norm"
"8nvcnd3s";"zxk95ds5";2;304;"att_B3";1723224849826;1723224850910;1084;" Protein";35;11;"Spaghetti Meatballs";9;0;"B_Protein";"norm"
"8nvcnd3s";"1pjtxn8l";2;307;"att_A1";1723226993604;1723226994990;1386;"Preis";0,51;6;"Joghurt-Müsliriegel";1;1;"A_preis";"norm"
"8nvcnd3s";"1pjtxn8l";2;307;"att_B1";1723226994997;1723227002745;7748;"Preis";0,81;6;"Cracker";2;1;"B_preis";"norm"
"8nvcnd3s";"1pjtxn8l";2;307;"att_A1";1723227002748;1723227005749;3001;"Preis";0,51;6;"Joghurt-Müsliriegel";3;1;"A_preis";"norm"
"8nvcnd3s";"1pjtxn8l";2;307;"att_A2";1723227005751;1723227007138;1387;" CO2e/ kg";3780;6;"Joghurt-Müsliriegel";4;1;"A_CO2e/kg";"norm"
"8nvcnd3s";"1pjtxn8l";2;307;"att_B2";1723227007139;1723227009671;2532;" CO2e/ kg";1155;6;"Cracker";5;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"1pjtxn8l";2;307;"att_A3";1723227009673;1723227010827;1154;" Protein";2;6;"Joghurt-Müsliriegel";6;1;"A_Protein";"norm"
"8nvcnd3s";"1pjtxn8l";2;307;"att_B3";1723227010828;1723227015766;4938;" Protein";3;6;"Cracker";7;1;"B_Protein";"norm"
"8nvcnd3s";"s6nxblwt";2;311;"att_A2";1723247498429;1723247499244;815;" CO2e/ kg";2334;3;"Früchtesorbet";1;0;"A_CO2e/kg";"label"
"8nvcnd3s";"s6nxblwt";2;311;"att_B2";1723247499246;1723247501050;1804;" CO2e/ kg";3802;3;"Schokoladeneis";2;0;"B_CO2e/kg";"label"
"8nvcnd3s";"s6nxblwt";2;311;"att_B1";1723247501051;1723247503287;2236;"Preis";7;3;"Schokoladeneis";3;0;"B_preis";"label"
"8nvcnd3s";"s6nxblwt";2;311;"att_A1";1723247503288;1723247505216;1928;"Preis";7;3;"Früchtesorbet";4;0;"A_preis";"label"
"8nvcnd3s";"0h0lf8tm";2;314;"att_B2";1723266516492;1723266518164;1672;" CO2e/ kg";11094;13;"Roastbeef-Sandwich";1;0;"B_CO2e/kg";"label"
"8nvcnd3s";"0h0lf8tm";2;314;"att_A2";1723266518165;1723266519802;1637;" CO2e/ kg";1575;13;"Veganer Burrito";2;0;"A_CO2e/kg";"label"
"8nvcnd3s";"0h0lf8tm";2;314;"att_B2";1723266519803;1723266522455;2652;" CO2e/ kg";11094;13;"Roastbeef-Sandwich";3;0;"B_CO2e/kg";"label"
"8nvcnd3s";"0h0lf8tm";2;314;"att_A2";1723266522455;1723266525639;3184;" CO2e/ kg";1575;13;"Veganer Burrito";4;0;"A_CO2e/kg";"label"
"8nvcnd3s";"0h0lf8tm";2;314;"att_A3";1723266525639;1723266526619;980;" Protein";24;13;"Veganer Burrito";5;0;"A_Protein";"label"
"8nvcnd3s";"0h0lf8tm";2;314;"att_B3";1723266526620;1723266534763;8143;" Protein";32;13;"Roastbeef-Sandwich";6;0;"B_Protein";"label"
"8nvcnd3s";"9p9pg1n3";2;323;"att_A1";1723303153535;1723303154386;851;"Preis";16,5;8;"Cheeseburger";1;1;"A_preis";"label"
"8nvcnd3s";"9p9pg1n3";2;323;"att_B1";1723303154387;1723303155614;1227;"Preis";14,5;8;"Falafel-Sandwich";2;1;"B_preis";"label"
"8nvcnd3s";"9p9pg1n3";2;323;"att_A2";1723303155615;1723303157747;2132;" CO2e/ kg";21693;8;"Cheeseburger";3;1;"A_CO2e/kg";"label"
"8nvcnd3s";"9p9pg1n3";2;323;"att_B2";1723303157747;1723303158915;1168;" CO2e/ kg";1478;8;"Falafel-Sandwich";4;1;"B_CO2e/kg";"label"
"8nvcnd3s";"9p9pg1n3";2;323;"att_A3";1723303158916;1723303160294;1378;" Protein";36;8;"Cheeseburger";5;1;"A_Protein";"label"
"8nvcnd3s";"9p9pg1n3";2;323;"att_B3";1723303160294;1723303161299;1005;" Protein";23;8;"Falafel-Sandwich";6;1;"B_Protein";"label"
"8nvcnd3s";"i1klicdw";2;324;"att_A2";1725099701267;1725099701999;732;" CO2e/ kg";5763;4;"Vollmilchschokolade";1;1;"A_CO2e/kg";"control"
"8nvcnd3s";"i1klicdw";2;324;"att_B2";1725099702001;1725099704788;2787;" CO2e/ kg";1498;4;"Erdnussbutter-Marmeladen-Sandwich";2;1;"B_CO2e/kg";"control"
"8nvcnd3s";"i1klicdw";2;324;"att_A3";1725099704789;1725099705391;602;" Protein";4;4;"Vollmilchschokolade";3;1;"A_Protein";"control"
"8nvcnd3s";"i1klicdw";2;324;"att_B3";1725099705391;1725099706765;1374;" Protein";10;4;"Erdnussbutter-Marmeladen-Sandwich";4;1;"B_Protein";"control"
"8nvcnd3s";"i1klicdw";2;324;"att_B1";1725099706765;1725099707316;551;"Preis";1;4;"Erdnussbutter-Marmeladen-Sandwich";5;1;"B_preis";"control"
"8nvcnd3s";"i1klicdw";2;324;"att_A1";1725099707317;1725099708508;1191;"Preis";1,15;4;"Vollmilchschokolade";6;1;"A_preis";"control"
"8nvcnd3s";"1lyjwspr";2;325;"att_A2";1723312012760;1723312014464;1704;" CO2e/ kg";895;15;"Makrele";1;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"1lyjwspr";2;325;"att_B2";1723312014464;1723312019944;5480;" CO2e/ kg";20825;15;"Lammkotelett";2;0;"B_CO2e/kg";"norm"
"8nvcnd3s";"r37bskew";2;332;"att_B2";1723323131024;1723323131426;402;" CO2e/ kg";20825;15;"Lammkotelett";1;NA;"B_CO2e/kg";NA
"8nvcnd3s";"r37bskew";2;332;"att_A2";1723323131428;1723323132336;908;" CO2e/ kg";895;15;"Makrele";2;NA;"A_CO2e/kg";NA
"8nvcnd3s";"r37bskew";2;332;"att_B2";1723323132336;1723323133312;976;" CO2e/ kg";20825;15;"Lammkotelett";3;NA;"B_CO2e/kg";NA
"8nvcnd3s";"r37bskew";2;332;"att_A1";1723323133313;1723323134122;809;"Preis";28;15;"Makrele";4;NA;"A_preis";NA
"8nvcnd3s";"r37bskew";2;332;"att_B1";1723323134123;1723323135491;1368;"Preis";29,5;15;"Lammkotelett";5;NA;"B_preis";NA
"8nvcnd3s";"r37bskew";2;332;"att_A2";1723323135492;1723323137602;2110;" CO2e/ kg";895;15;"Makrele";6;NA;"A_CO2e/kg";NA
"8nvcnd3s";"eyxa9gn9";2;333;"att_B2";1723323207173;1723323207960;787;" CO2e/ kg";23019;14;"Beef Jerky";1;NA;"B_CO2e/kg";NA
"8nvcnd3s";"eyxa9gn9";2;333;"att_A2";1723323207961;1723323210170;2209;" CO2e/ kg";2422;14;"Trail Mix";2;NA;"A_CO2e/kg";NA
"8nvcnd3s";"8xt13grl";2;335;"att_B1";1723323751135;1723323751795;660;"Preis";0,51;6;"Joghurt-Müsliriegel";1;NA;"B_preis";NA
"8nvcnd3s";"8xt13grl";2;335;"att_B2";1723323751796;1723323752553;757;" CO2e/ kg";3780;6;"Joghurt-Müsliriegel";2;NA;"B_CO2e/kg";NA
"8nvcnd3s";"8xt13grl";2;335;"att_B3";1723323752554;1723323753205;651;" Protein";2;6;"Joghurt-Müsliriegel";3;NA;"B_Protein";NA
"8nvcnd3s";"rjk5udu8";2;336;"att_A2";1723324348360;1723324349368;1008;" CO2e/ kg";5351;7;"Bacon Mac&Cheese";1;0;"A_CO2e/kg";"control"
"8nvcnd3s";"rjk5udu8";2;336;"att_B2";1723324349369;1723324351934;2565;" CO2e/ kg";1479;7;"Kichererbsen-Curry";2;0;"B_CO2e/kg";"control"
"8nvcnd3s";"qmfqgzm8";2;342;"att_A1";1723371019396;1723371020147;751;"Preis";1,18;2;"Haferflocken mit pflanzlicher Milch und Früchten";1;1;"A_preis";"control"
"8nvcnd3s";"qmfqgzm8";2;342;"att_B1";1723371020148;1723371021971;1823;"Preis";1,25;2;"Schoko-Cerealien mit Kuhmilch";2;1;"B_preis";"control"
"8nvcnd3s";"qmfqgzm8";2;342;"att_A1";1723371021972;1723371023798;1826;"Preis";1,18;2;"Haferflocken mit pflanzlicher Milch und Früchten";3;1;"A_preis";"control"
"8nvcnd3s";"qmfqgzm8";2;342;"att_A2";1723371023798;1723371025408;1610;" CO2e/ kg";622;2;"Haferflocken mit pflanzlicher Milch und Früchten";4;1;"A_CO2e/kg";"control"
"8nvcnd3s";"qmfqgzm8";2;342;"att_B2";1723371025408;1723371027403;1995;" CO2e/ kg";2187;2;"Schoko-Cerealien mit Kuhmilch";5;1;"B_CO2e/kg";"control"
"8nvcnd3s";"qmfqgzm8";2;342;"att_A3";1723371027403;1723371029503;2100;" Protein";10;2;"Haferflocken mit pflanzlicher Milch und Früchten";6;1;"A_Protein";"control"
"8nvcnd3s";"ccss6m4k";2;343;"att_A1";1723461705830;1723461707040;1210;"Preis";17,5;7;"Kichererbsen-Curry";1;0;"A_preis";"norm"
"8nvcnd3s";"ccss6m4k";2;343;"att_B1";1723461707040;1723461707791;751;"Preis";16;7;"Bacon Mac&Cheese";2;0;"B_preis";"norm"
"8nvcnd3s";"ccss6m4k";2;343;"att_A1";1723461707791;1723461708342;551;"Preis";17,5;7;"Kichererbsen-Curry";3;0;"A_preis";"norm"
"8nvcnd3s";"gmmve2ti";2;350;"att_B3";1723377082943;1723377083945;1002;" Protein";35;15;"Lammkotelett";1;1;"B_Protein";"label"
"8nvcnd3s";"gmmve2ti";2;350;"att_A3";1723377083946;1723377085793;1847;" Protein";27;15;"Makrele";2;1;"A_Protein";"label"
"8nvcnd3s";"y79rg474";2;358;"att_A1";1723391368817;1723391369385;568;"Preis";1,18;2;"Haferflocken mit pflanzlicher Milch und Früchten";1;1;"A_preis";"norm"
"8nvcnd3s";"y79rg474";2;358;"att_B1";1723391369386;1723391370730;1344;"Preis";1,25;2;"Schoko-Cerealien mit Kuhmilch";2;1;"B_preis";"norm"
"8nvcnd3s";"o1ugp6uh";2;364;"att_A1";1723398651781;1723398652745;964;"Preis";20;11;"Spaghetti Meatballs";1;0;"A_preis";"norm"
"8nvcnd3s";"o1ugp6uh";2;364;"att_B1";1723398652747;1723398653948;1201;"Preis";17,5;11;"Spaghetti Marinara";2;0;"B_preis";"norm"
"8nvcnd3s";"o1ugp6uh";2;364;"att_A2";1723398653950;1723398655139;1189;" CO2e/ kg";17914;11;"Spaghetti Meatballs";3;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"o1ugp6uh";2;364;"att_B2";1723398655140;1723398656473;1333;" CO2e/ kg";2100;11;"Spaghetti Marinara";4;0;"B_CO2e/kg";"norm"
"8nvcnd3s";"o1ugp6uh";2;364;"att_A3";1723398656474;1723398658141;1667;" Protein";35;11;"Spaghetti Meatballs";5;0;"A_Protein";"norm"
"8nvcnd3s";"o1ugp6uh";2;364;"att_B3";1723398658142;1723398659609;1467;" Protein";20;11;"Spaghetti Marinara";6;0;"B_Protein";"norm"
"8nvcnd3s";"34wgwzfc";2;365;"att_B1";1723400033139;1723400034355;1216;"Preis";1,18;2;"Haferflocken mit pflanzlicher Milch und Früchten";1;0;"B_preis";"label"
"8nvcnd3s";"34wgwzfc";2;365;"att_A1";1723400034356;1723400036344;1988;"Preis";1,25;2;"Schoko-Cerealien mit Kuhmilch";2;0;"A_preis";"label"
"8nvcnd3s";"guaqmj0y";2;368;"att_B1";1723419561546;1723419562406;860;"Preis";25,5;10;"Steak";1;1;"B_preis";"label"
"8nvcnd3s";"guaqmj0y";2;368;"att_A1";1723419562406;1723419563326;920;"Preis";12,5;10;"Gemüseauflauf";2;1;"A_preis";"label"
"8nvcnd3s";"guaqmj0y";2;368;"att_A2";1723419563326;1723419564191;865;" CO2e/ kg";1384;10;"Gemüseauflauf";3;1;"A_CO2e/kg";"label"
"8nvcnd3s";"guaqmj0y";2;368;"att_B2";1723419564192;1723419565201;1009;" CO2e/ kg";16363;10;"Steak";4;1;"B_CO2e/kg";"label"
"8nvcnd3s";"guaqmj0y";2;368;"att_A3";1723419565202;1723419566301;1099;" Protein";23;10;"Gemüseauflauf";5;1;"A_Protein";"label"
"8nvcnd3s";"guaqmj0y";2;368;"att_B3";1723419566302;1723419567556;1254;" Protein";47;10;"Steak";6;1;"B_Protein";"label"
"8nvcnd3s";"guaqmj0y";2;368;"att_A1";1723419567557;1723419568642;1085;"Preis";12,5;10;"Gemüseauflauf";7;1;"A_preis";"label"
"8nvcnd3s";"i5nz850l";2;370;"att_A2";1723447343981;1723447345696;1715;" CO2e/ kg";1215;9;"Chili sin Carne";1;1;"A_CO2e/kg";"norm"
"8nvcnd3s";"i5nz850l";2;370;"att_B2";1723447345697;1723447350769;5072;" CO2e/ kg";4419;9;"Salami-Pizza";2;1;"B_CO2e/kg";"norm"
"8nvcnd3s";"nnc0vgrj";2;371;"att_A1";1723449662872;1723449663708;836;"Preis";28;15;"Makrele";1;1;"A_preis";"label"
"8nvcnd3s";"nnc0vgrj";2;371;"att_B1";1723449663709;1723449665270;1561;"Preis";29,5;15;"Lammkotelett";2;1;"B_preis";"label"
"8nvcnd3s";"nnc0vgrj";2;371;"att_A2";1723449665271;1723449665987;716;" CO2e/ kg";895;15;"Makrele";3;1;"A_CO2e/kg";"label"
"8nvcnd3s";"nnc0vgrj";2;371;"att_B2";1723449665987;1723449667540;1553;" CO2e/ kg";20825;15;"Lammkotelett";4;1;"B_CO2e/kg";"label"
"8nvcnd3s";"nnc0vgrj";2;371;"att_A3";1723449667541;1723449668324;783;" Protein";27;15;"Makrele";5;1;"A_Protein";"label"
"8nvcnd3s";"nnc0vgrj";2;371;"att_B3";1723449668325;1723449673755;5430;" Protein";35;15;"Lammkotelett";6;1;"B_Protein";"label"
"8nvcnd3s";"635j54xi";2;374;"att_A1";1723457218773;1723457220518;1745;"Preis";17,5;11;"Spaghetti Marinara";1;0;"A_preis";"label"
"8nvcnd3s";"635j54xi";2;374;"att_A2";1723457220518;1723457222009;1491;" CO2e/ kg";2100;11;"Spaghetti Marinara";2;0;"A_CO2e/kg";"label"
"8nvcnd3s";"635j54xi";2;374;"att_B1";1723457222009;1723457223556;1547;"Preis";20;11;"Spaghetti Meatballs";3;0;"B_preis";"label"
"8nvcnd3s";"635j54xi";2;374;"att_B2";1723457223556;1723457229521;5965;" CO2e/ kg";17914;11;"Spaghetti Meatballs";4;0;"B_CO2e/kg";"label"
"8nvcnd3s";"635j54xi";2;374;"att_A3";1723457229521;1723457231044;1523;" Protein";20;11;"Spaghetti Marinara";5;0;"A_Protein";"label"
"8nvcnd3s";"635j54xi";2;374;"att_B3";1723457231045;1723457233099;2054;" Protein";35;11;"Spaghetti Meatballs";6;0;"B_Protein";"label"
"8nvcnd3s";"dxjaim2j";2;378;"att_A1";1723463426543;1723463427669;1126;"Preis";25,5;10;"Steak";1;0;"A_preis";"control"
"8nvcnd3s";"dxjaim2j";2;378;"att_B1";1723463427671;1723463428962;1291;"Preis";12,5;10;"Gemüseauflauf";2;0;"B_preis";"control"
"8nvcnd3s";"dxjaim2j";2;378;"att_A2";1723463428962;1723463430425;1463;" CO2e/ kg";16363;10;"Steak";3;0;"A_CO2e/kg";"control"
"8nvcnd3s";"dxjaim2j";2;378;"att_B2";1723463430426;1723463432151;1725;" CO2e/ kg";1384;10;"Gemüseauflauf";4;0;"B_CO2e/kg";"control"
"8nvcnd3s";"dxjaim2j";2;378;"att_A3";1723463432152;1723463433065;913;" Protein";47;10;"Steak";5;0;"A_Protein";"control"
"8nvcnd3s";"dxjaim2j";2;378;"att_B3";1723463433066;1723463434184;1118;" Protein";23;10;"Gemüseauflauf";6;0;"B_Protein";"control"
"8nvcnd3s";"9j2xntve";2;380;"att_A1";1723466435048;1723466437453;2405;"Preis";7;3;"Früchtesorbet";1;1;"A_preis";"label"
"8nvcnd3s";"9j2xntve";2;380;"att_B1";1723466437454;1723466439949;2495;"Preis";7;3;"Schokoladeneis";2;1;"B_preis";"label"
"8nvcnd3s";"9j2xntve";2;380;"att_A2";1723466439949;1723466444646;4697;" CO2e/ kg";2334;3;"Früchtesorbet";3;1;"A_CO2e/kg";"label"
"8nvcnd3s";"9j2xntve";2;380;"att_B2";1723466444647;1723466448422;3775;" CO2e/ kg";3802;3;"Schokoladeneis";4;1;"B_CO2e/kg";"label"
"8nvcnd3s";"9j2xntve";2;380;"att_A3";1723466448422;1723466450966;2544;" Protein";0,8;3;"Früchtesorbet";5;1;"A_Protein";"label"
"8nvcnd3s";"9j2xntve";2;380;"att_B3";1723466450966;1723466454767;3801;" Protein";4;3;"Schokoladeneis";6;1;"B_Protein";"label"
"8nvcnd3s";"6tir1osn";2;381;"att_A2";1723469328261;1723469331045;2784;" CO2e/ kg";5763;4;"Vollmilchschokolade";1;0;"A_CO2e/kg";"control"
"8nvcnd3s";"6tir1osn";2;381;"att_B3";1723469331046;1723469332713;1667;" Protein";10;4;"Erdnussbutter-Marmeladen-Sandwich";2;0;"B_Protein";"control"
"8nvcnd3s";"6tir1osn";2;381;"att_A2";1723469332714;1723469340521;7807;" CO2e/ kg";5763;4;"Vollmilchschokolade";3;0;"A_CO2e/kg";"control"
"8nvcnd3s";"x13z1p77";2;386;"att_A1";1723474733954;1723474735262;1308;"Preis";17,5;11;"Spaghetti Marinara";1;0;"A_preis";"label"
"8nvcnd3s";"x13z1p77";2;386;"att_A2";1723474735263;1723474736650;1387;" CO2e/ kg";2100;11;"Spaghetti Marinara";2;0;"A_CO2e/kg";"label"
"8nvcnd3s";"x13z1p77";2;386;"att_A3";1723474736651;1723474740293;3642;" Protein";20;11;"Spaghetti Marinara";3;0;"A_Protein";"label"
"8nvcnd3s";"x13z1p77";2;386;"att_B1";1723474740293;1723474741178;885;"Preis";20;11;"Spaghetti Meatballs";4;0;"B_preis";"label"
"8nvcnd3s";"x13z1p77";2;386;"att_B2";1723474741179;1723474742369;1190;" CO2e/ kg";17914;11;"Spaghetti Meatballs";5;0;"B_CO2e/kg";"label"
"8nvcnd3s";"x13z1p77";2;386;"att_B3";1723474742370;1723474745717;3347;" Protein";35;11;"Spaghetti Meatballs";6;0;"B_Protein";"label"
"8nvcnd3s";"0kd7yzpj";2;387;"att_B2";1723477243962;1723477244965;1003;" CO2e/ kg";1918;12;"Vegetarische Spaghetti Bolognese";1;1;"B_CO2e/kg";"control"
"8nvcnd3s";"0kd7yzpj";2;387;"att_A2";1723477244966;1723477249680;4714;" CO2e/ kg";18357;12;"Lasagne mit Hackfleisch";2;1;"A_CO2e/kg";"control"
"8nvcnd3s";"2p7qb5fj";2;389;"att_A1";1723479861417;1723479862511;1094;"Preis";28;15;"Makrele";1;1;"A_preis";"label"
"8nvcnd3s";"2p7qb5fj";2;389;"att_B1";1723479862513;1723479864360;1847;"Preis";29,5;15;"Lammkotelett";2;1;"B_preis";"label"
"8nvcnd3s";"2p7qb5fj";2;389;"att_A2";1723479864361;1723479865504;1143;" CO2e/ kg";895;15;"Makrele";3;1;"A_CO2e/kg";"label"
"8nvcnd3s";"2p7qb5fj";2;389;"att_B2";1723479865504;1723479866866;1362;" CO2e/ kg";20825;15;"Lammkotelett";4;1;"B_CO2e/kg";"label"
"8nvcnd3s";"2p7qb5fj";2;389;"att_A3";1723479866866;1723479867944;1078;" Protein";27;15;"Makrele";5;1;"A_Protein";"label"
"8nvcnd3s";"2p7qb5fj";2;389;"att_B3";1723479867944;1723479870164;2220;" Protein";35;15;"Lammkotelett";6;1;"B_Protein";"label"
"8nvcnd3s";"3y8p0hqq";2;393;"att_A2";1723484958402;1723484959847;1445;" CO2e/ kg";4419;9;"Salami-Pizza";1;1;"A_CO2e/kg";"control"
"8nvcnd3s";"3y8p0hqq";2;393;"att_B2";1723484959848;1723484962543;2695;" CO2e/ kg";1215;9;"Chili sin Carne";2;1;"B_CO2e/kg";"control"
"8nvcnd3s";"3y8p0hqq";2;393;"att_B1";1723484962543;1723484963537;994;"Preis";22;9;"Chili sin Carne";3;1;"B_preis";"control"
"8nvcnd3s";"3y8p0hqq";2;393;"att_A1";1723484963538;1723484966735;3197;"Preis";25;9;"Salami-Pizza";4;1;"A_preis";"control"
"8nvcnd3s";"3y8p0hqq";2;393;"att_A3";1723484966736;1723484969194;2458;" Protein";33;9;"Salami-Pizza";5;1;"A_Protein";"control"
"8nvcnd3s";"3y8p0hqq";2;393;"att_B3";1723484969195;1723484971155;1960;" Protein";29;9;"Chili sin Carne";6;1;"B_Protein";"control"
"8nvcnd3s";"7uv794gi";2;396;"att_B1";1723490182290;1723490183076;786;"Preis";7;3;"Früchtesorbet";1;0;"B_preis";"control"
"8nvcnd3s";"7uv794gi";2;396;"att_B2";1723490183077;1723490183959;882;" CO2e/ kg";2334;3;"Früchtesorbet";2;0;"B_CO2e/kg";"control"
"8nvcnd3s";"7uv794gi";2;396;"att_B3";1723490183959;1723490184793;834;" Protein";0,8;3;"Früchtesorbet";3;0;"B_Protein";"control"
"8nvcnd3s";"7uv794gi";2;396;"att_A2";1723490184793;1723490186127;1334;" CO2e/ kg";3802;3;"Schokoladeneis";4;0;"A_CO2e/kg";"control"
"8nvcnd3s";"7uv794gi";2;396;"att_A3";1723490186127;1723490187077;950;" Protein";4;3;"Schokoladeneis";5;0;"A_Protein";"control"
"8nvcnd3s";"7uv794gi";2;396;"att_B3";1723490187078;1723490189691;2613;" Protein";0,8;3;"Früchtesorbet";6;0;"B_Protein";"control"
"8nvcnd3s";"3z9r70sd";2;397;"att_B1";1723490932897;1723490933810;913;"Preis";17,5;13;"Roastbeef-Sandwich";1;0;"B_preis";"norm"
"8nvcnd3s";"3z9r70sd";2;397;"att_A1";1723490933812;1723490935272;1460;"Preis";19;13;"Veganer Burrito";2;0;"A_preis";"norm"
"8nvcnd3s";"3z9r70sd";2;397;"att_A2";1723490935272;1723490936316;1044;" CO2e/ kg";1575;13;"Veganer Burrito";3;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"3z9r70sd";2;397;"att_B2";1723490936316;1723490939278;2962;" CO2e/ kg";11094;13;"Roastbeef-Sandwich";4;0;"B_CO2e/kg";"norm"
"8nvcnd3s";"3z9r70sd";2;397;"att_A2";1723490939279;1723490941085;1806;" CO2e/ kg";1575;13;"Veganer Burrito";5;0;"A_CO2e/kg";"norm"
"8nvcnd3s";"3z9r70sd";2;397;"att_A3";1723490941086;1723490942968;1882;" Protein";24;13;"Veganer Burrito";6;0;"A_Protein";"norm"
"8nvcnd3s";"3z9r70sd";2;397;"att_B3";1723490942968;1723490948040;5072;" Protein";32;13;"Roastbeef-Sandwich";7;0;"B_Protein";"norm"
"8nvcnd3s";"hk1ukquc";2;402;"att_A1";1723534870559;1723534871366;807;"Preis";22;9;"Chili sin Carne";1;0;"A_preis";"control"
"8nvcnd3s";"hk1ukquc";2;402;"att_A2";1723534871367;1723534872131;764;" CO2e/ kg";1215;9;"Chili sin Carne";2;0;"A_CO2e/kg";"control"
"8nvcnd3s";"hk1ukquc";2;402;"att_A3";1723534872132;1723534873385;1253;" Protein";29;9;"Chili sin Carne";3;0;"A_Protein";"control"
"8nvcnd3s";"hk1ukquc";2;402;"att_B1";1723534873385;1723534873785;400;"Preis";25;9;"Salami-Pizza";4;0;"B_preis";"control"
"8nvcnd3s";"hk1ukquc";2;402;"att_B2";1723534873786;1723534874652;866;" CO2e/ kg";4419;9;"Salami-Pizza";5;0;"B_CO2e/kg";"control"
